,grande_area,area,codigo
48,Ciências Exatas e da Terra,Linguagem Formais e Automatos,1.03.01.02-0
49,Ciências Exatas e da Terra,Análise de Algoritmos e Complexidade de Computação,1.03.01.03-8
50,Ciências Exatas e da Terra,Lógicas e Semântica de Programas,1.03.01.04-6
51,Ciências Exatas e da Terra,Matemática da Computação,1.03.02.00-0
52,Ciências Exatas e da Terra,Matemática Simbólica,1.03.02.01-8
53,Ciências Exatas e da Terra,Modelos Analíticos e de Simulação,1.03.02.02-6
54,Ciências Exatas e da Terra,Metodologia e Técnicas da Computação,1.03.03.00-6
55,Ciências Exatas e da Terra,Linguagens de Programação,1.03.03.01-4
56,Ciências Exatas e da Terra,Engenharia de Software,1.03.03.02-2
57,Ciências Exatas e da Terra,Banco de Dados,1.03.03.03-0
58,Ciências Exatas e da Terra,Sistemas de Informação,1.03.03.04-9
59,Ciências Exatas e da Terra,Processamento Gráfico (Graphics),1.03.03.05-7
60,Ciências Exatas e da Terra,Sistemas de Computação,1.03.04.00-2
61,Ciências Exatas e da Terra,Hardware,1.03.04.01-0
62,Ciências Exatas e da Terra,Arquitetura de Sistemas de Computação,1.03.04.02-9
